TRAIN_CO,CAR_CO,TRAIN_TT,CAR_TT,TRAIN_WT,CAR_WT,INC,FULL,FLEX,CHOICE,TRAIN_AV,CAR_AV
43.20434,43.19829,68.788,78.769005,16.37584,11.894334,0.25214028,0.0,0.0,0.0,1.0,1.0
89.410126,98.303604,49.76683,31.649687,21.303913,10.752621,0.25697288,0.0,0.0,0.0,1.0,1.0
83.34748,96.90626,82.53599,19.305708,11.978495,8.052501,0.2430662,0.0,0.0,1.0,1.0,1.0
68.79756,52.86894,32.510746,85.17865,15.816932,28.4155,0.29674426,0.0,1.0,1.0,1.0,1.0
54.585896,69.196236,74.646965,28.2135,9.246619,15.667116,0.47444826,1.0,0.0,1.0,1.0,1.0
65.54911,73.21413,71.74912,21.72625,19.127335,20.294449,0.21805866,0.0,0.0,1.0,1.0,1.0
50.08571,35.401245,36.1191,71.22135,18.042175,27.867664,0.2715066,0.0,0.0,1.0,1.0,1.0
61.39134,52.53355,36.791515,84.12292,17.190317,16.564627,0.23320253,0.0,1.0,1.0,1.0,1.0
40.520096,50.017883,97.91552,47.047417,23.881,6.3261747,0.18422228,0.0,1.0,0.0,1.0,1.0
53.435158,56.747444,64.335304,44.08803,11.250973,13.738419,0.20473066,0.0,1.0,0.0,1.0,1.0
28.93259,43.600838,95.279785,37.776566,29.686256,18.735239,0.31938827,0.0,1.0,1.0,1.0,1.0
22.111404,40.400116,77.91019,38.207153,24.205914,7.1535654,0.3781218,1.0,1.0,1.0,1.0,1.0
10.507919,17.270636,83.37588,61.1723,25.660845,28.75642,0.49348596,1.0,1.0,0.0,1.0,1.0
37.61836,28.847998,43.63083,49.907234,13.909709,17.914282,0.49693996,1.0,1.0,1.0,1.0,1.0
43.831272,49.000374,47.8743,38.294075,13.673822,14.860859,0.5509004,1.0,1.0,0.0,1.0,1.0
27.072924,27.855492,43.060005,44.708313,9.562126,8.426528,0.25425336,0.0,0.0,0.0,1.0,1.0
73.067215,98.70304,99.538124,68.13581,28.810114,9.119096,0.27039522,1.0,0.0,1.0,1.0,1.0
16.100471,6.9192214,21.868597,58.437588,29.70458,16.950933,0.6173844,1.0,0.0,1.0,1.0,1.0
59.8827,82.82135,96.44671,17.753344,26.612183,11.63272,0.20983647,0.0,0.0,0.0,1.0,1.0
63.959377,59.182465,44.828777,83.80905,15.514759,8.499174,0.20685369,0.0,0.0,0.0,1.0,1.0
29.972189,12.250924,45.28498,95.72966,9.755174,28.776016,0.3260361,0.0,1.0,1.0,1.0,1.0
34.93659,8.14247,48.99914,91.522316,14.828362,28.094503,0.5663951,1.0,1.0,1.0,1.0,1.0
26.435295,40.15122,40.5037,13.882256,25.415007,12.9097805,0.3790639,1.0,1.0,0.0,1.0,1.0
92.95884,85.6121,49.22327,77.80449,6.661279,23.918737,0.17603916,0.0,1.0,1.0,1.0,1.0
59.363255,1.2084551,8.340985,83.87385,6.3811646,26.149261,0.45632303,1.0,0.0,1.0,1.0,1.0
30.692898,32.373337,13.005903,10.692881,7.377105,7.5018363,0.604638,1.0,1.0,0.0,1.0,1.0
2.1438925,20.867071,74.58947,14.208122,24.157131,11.089701,0.24021845,0.0,0.0,1.0,1.0,1.0
96.06423,94.57765,65.439,55.564053,8.069048,19.52899,0.3539327,0.0,0.0,0.0,1.0,1.0
24.663445,8.774424,7.65124,42.11861,6.2602963,19.906322,0.42172426,1.0,1.0,0.0,1.0,1.0
38.372776,42.221134,33.516155,22.18352,21.03311,22.819302,0.51660496,1.0,1.0,0.0,1.0,1.0
92.39225,77.02717,25.98099,88.52962,6.6772156,29.36436,0.20933089,0.0,1.0,1.0,1.0,1.0
99.70935,31.104445,10.226899,96.93504,5.0066442,27.548567,0.50865203,1.0,0.0,0.0,1.0,1.0
60.62589,37.709038,54.708378,87.60263,15.417069,18.138784,0.74242646,1.0,0.0,0.0,1.0,1.0
67.88943,58.66864,44.55512,66.498375,20.408506,19.861998,0.31407452,0.0,0.0,1.0,1.0,1.0
42.119926,30.411608,9.580781,34.865757,8.730215,22.186058,0.29525036,0.0,1.0,1.0,1.0,1.0
19.723763,29.713985,59.37843,44.42314,18.46666,16.105711,0.596218,1.0,1.0,1.0,1.0,1.0
17.824165,22.49936,81.33408,72.49418,23.724754,14.37562,0.2787691,0.0,1.0,1.0,1.0,1.0
81.420456,76.48641,15.792163,28.013346,20.395407,19.743307,0.1734825,0.0,0.0,0.0,1.0,1.0
75.91843,55.36469,31.326136,85.19227,21.083244,18.24524,0.30457962,1.0,0.0,1.0,1.0,1.0
30.713945,28.82395,65.95942,41.24851,9.904899,23.232216,0.43651304,1.0,0.0,0.0,1.0,1.0
46.510445,36.93224,51.810043,96.328156,7.59115,29.690418,0.21791174,0.0,1.0,0.0,1.0,1.0
45.26339,44.667206,53.122826,74.698456,19.64232,11.791167,0.49681306,1.0,0.0,0.0,1.0,1.0
55.844242,62.527393,48.836826,22.904207,6.2147036,6.1943603,0.3436184,1.0,1.0,1.0,1.0,1.0
19.809381,39.5637,90.000595,12.119976,15.820885,9.189411,0.37257612,0.0,1.0,0.0,1.0,1.0
49.923225,43.31591,62.54888,91.95976,26.033651,28.806055,0.21987158,0.0,0.0,0.0,1.0,1.0
90.30444,92.94048,62.318783,63.926414,26.953293,21.204529,0.26887658,0.0,1.0,0.0,1.0,1.0
36.112762,39.539062,47.167828,60.686913,25.755787,10.615124,0.5836059,1.0,1.0,1.0,1.0,1.0
71.84849,75.72271,50.604443,27.56927,10.186505,14.10836,0.26877683,0.0,0.0,1.0,1.0,1.0
16.001543,74.16877,89.40251,10.0504675,29.028429,9.797947,0.41246957,1.0,0.0,1.0,1.0,1.0
33.03317,40.890438,24.807547,23.563385,21.958801,7.85488,0.3933542,1.0,1.0,0.0,1.0,1.0
39.974724,54.16666,94.73524,21.800762,15.586097,19.874252,0.233347,0.0,0.0,1.0,1.0,1.0
40.5094,44.907703,11.979654,10.725238,12.133375,7.7612824,0.2851778,0.0,1.0,0.0,1.0,1.0
65.27656,69.61117,61.539482,42.59112,15.669578,14.438282,0.22742385,0.0,0.0,0.0,1.0,1.0
47.77908,40.394943,7.9593515,15.26646,5.2110796,25.475246,0.25154316,0.0,1.0,1.0,1.0,1.0
77.61043,77.83166,68.199455,90.8656,27.4712,15.60715,0.44124058,1.0,1.0,0.0,1.0,1.0
30.57331,26.666199,65.55162,77.70261,15.404315,17.319607,0.20976011,0.0,1.0,1.0,1.0,1.0
55.297394,64.50158,86.93419,68.647125,24.692923,18.299946,0.4648779,1.0,1.0,0.0,1.0,1.0
28.02963,25.733433,94.45558,91.91511,18.185091,19.13953,0.51139367,1.0,1.0,1.0,1.0,1.0
48.789536,63.514977,47.33457,26.080343,20.958971,12.3248005,0.311197,1.0,0.0,1.0,1.0,1.0
99.11162,95.69774,68.64597,72.71159,13.287618,15.63821,0.54264796,1.0,0.0,0.0,1.0,1.0
1.7264744,2.9569368,92.81142,88.73476,28.412668,23.476442,0.40041438,1.0,1.0,1.0,1.0,1.0
35.063904,24.818737,63.84523,93.57752,20.542084,24.375078,0.2669405,0.0,0.0,1.0,1.0,1.0
22.398098,21.050291,35.645645,20.433167,14.192398,23.37584,0.15799852,0.0,1.0,1.0,1.0,1.0
25.225365,17.75639,35.35025,72.10864,20.465082,11.092278,0.23808202,0.0,1.0,1.0,1.0,1.0
61.60116,45.55496,32.688385,67.904175,10.36582,28.010942,0.27877283,0.0,0.0,1.0,1.0,1.0
45.88453,63.91769,95.95466,46.862564,22.813108,20.036055,0.4383955,1.0,1.0,1.0,1.0,1.0
3.4020665,10.48602,43.566044,14.625969,18.666187,14.628184,0.35138425,1.0,1.0,1.0,1.0,1.0
55.93573,60.721447,94.922806,67.95346,22.241068,28.475939,0.25018224,0.0,1.0,0.0,1.0,1.0
32.469975,79.30823,86.433105,22.847189,18.552647,6.6797156,0.47160524,1.0,0.0,0.0,1.0,1.0
52.5883,52.624546,70.44813,82.00003,27.9414,19.731106,0.41864306,1.0,1.0,1.0,1.0,1.0
47.904625,40.22849,5.312357,16.22014,5.211312,7.746024,0.54925853,1.0,1.0,1.0,1.0,1.0
48.229603,70.030174,90.509834,49.165977,18.05394,13.313036,0.46171635,1.0,0.0,1.0,1.0,1.0
78.52553,96.051186,92.38716,19.425655,25.210472,12.142819,0.18120031,0.0,0.0,1.0,1.0,1.0
81.42446,77.39016,5.561389,20.688631,6.358108,5.6762567,0.41410202,0.0,1.0,1.0,1.0,1.0
48.399033,45.11766,66.07799,82.897385,16.225113,26.629694,0.30336654,0.0,1.0,0.0,1.0,1.0
88.74822,65.2623,41.59561,77.0094,10.012136,28.67797,0.5062549,1.0,1.0,0.0,1.0,1.0
18.091913,47.02386,61.595478,6.740458,10.498401,6.803162,0.6853614,1.0,1.0,1.0,1.0,1.0
33.632496,27.723982,63.02667,62.951782,8.98939,13.753012,0.4676304,1.0,1.0,1.0,1.0,1.0
25.33392,32.227478,61.96382,44.69479,23.491882,17.595734,0.2001447,0.0,0.0,0.0,1.0,1.0
39.789936,7.083794,34.66698,71.84014,11.9587145,15.278494,0.7490834,1.0,0.0,1.0,1.0,1.0
66.775345,21.240824,11.638,77.877365,10.903835,14.741213,0.5973412,1.0,0.0,1.0,1.0,1.0
84.57808,80.64631,81.069756,85.91124,9.676647,23.295103,0.1803424,0.0,1.0,0.0,1.0,1.0
80.23377,85.97373,91.586235,83.898224,26.591326,17.397297,0.5390402,1.0,1.0,1.0,1.0,1.0
76.36848,57.957066,23.49409,78.72757,14.723934,21.524336,0.397107,1.0,1.0,0.0,1.0,1.0
54.431828,35.18484,25.007725,99.78708,8.697275,29.243153,0.23308885,0.0,1.0,0.0,1.0,1.0
58.1564,40.887703,40.856873,61.48627,14.416787,17.695791,0.5260538,1.0,0.0,1.0,1.0,1.0
70.302536,70.19208,43.270485,32.253902,13.889342,17.559042,0.2256276,0.0,1.0,1.0,1.0,1.0
21.063673,45.675655,89.09188,13.718637,29.603874,5.468151,0.22795409,0.0,0.0,0.0,1.0,1.0
96.62799,74.627014,24.204662,92.47658,5.731472,22.352627,0.27154565,0.0,0.0,0.0,1.0,1.0
68.07107,65.22106,44.806408,52.14812,19.749907,17.781904,0.20493169,0.0,1.0,1.0,1.0,1.0
12.640232,36.35584,66.55612,10.1180935,9.0746565,5.309532,0.4735619,1.0,1.0,0.0,1.0,1.0
44.713425,51.727283,53.60608,14.626641,11.372583,18.070168,0.4737854,1.0,1.0,1.0,1.0,1.0
49.794495,19.641325,36.714085,96.51228,14.282972,29.69849,0.47631037,1.0,1.0,1.0,1.0,1.0
18.69118,40.20913,78.95498,40.674923,19.3652,15.485393,0.5294961,1.0,1.0,0.0,1.0,1.0
95.21164,79.67121,17.866339,55.360394,5.196635,20.28982,0.26675177,0.0,0.0,0.0,1.0,1.0
62.77187,41.513367,23.212523,83.325035,12.58596,25.542543,0.36271143,0.0,0.0,0.0,1.0,1.0
70.60877,33.94914,43.245968,95.96571,23.588137,25.01589,0.7176072,1.0,0.0,0.0,1.0,1.0
23.861609,22.14731,79.75022,99.35945,26.768759,26.159367,0.24962483,0.0,0.0,0.0,1.0,1.0
55.624474,5.2820015,29.111778,76.52232,15.568078,26.673525,0.76620126,1.0,0.0,1.0,1.0,1.0
32.633213,22.01772,15.401115,40.70289,10.761097,18.79202,0.23400524,0.0,1.0,1.0,1.0,1.0
23.01661,51.778175,93.41422,56.46233,29.656952,17.7173,0.6363292,1.0,1.0,0.0,1.0,1.0
77.36034,64.25305,17.006792,19.150816,15.432483,28.034,0.40360287,1.0,0.0,1.0,1.0,1.0
41.940083,55.80253,62.475513,9.291211,11.018305,19.814014,0.43949118,1.0,1.0,0.0,1.0,1.0
25.688557,17.308695,32.561584,76.03435,14.443825,27.315031,0.18213949,0.0,1.0,1.0,1.0,1.0
15.11428,16.664461,64.520294,64.65272,18.384453,6.7386074,0.26394233,0.0,1.0,1.0,1.0,1.0
60.331116,29.017632,67.650215,99.32402,18.043125,26.168657,0.75052524,1.0,0.0,0.0,1.0,1.0
21.189816,22.778046,11.433986,21.762774,13.616965,6.9366674,0.48353967,1.0,1.0,0.0,1.0,1.0
95.84593,56.3454,38.76708,95.074425,11.229843,25.978168,0.45135868,1.0,0.0,0.0,1.0,1.0
15.907466,11.685807,36.798786,43.603188,8.376179,21.659805,0.21258654,0.0,0.0,0.0,1.0,1.0
9.5554905,4.8216605,21.863106,38.29566,7.564058,27.084476,0.2081922,0.0,1.0,0.0,1.0,1.0
64.37305,45.64748,5.7603173,85.242935,6.410744,18.676117,0.19954596,0.0,0.0,1.0,1.0,1.0
64.475136,48.86072,5.991648,32.160343,6.305147,11.392408,0.51917714,1.0,1.0,0.0,1.0,1.0
69.50229,71.84535,61.758587,51.915176,15.340152,12.0027275,0.25130656,0.0,1.0,1.0,1.0,1.0
80.72769,53.875103,13.04066,91.20062,6.047985,23.958376,0.28527045,0.0,0.0,1.0,1.0,1.0
23.69082,21.273064,34.988483,42.705555,18.434385,13.735226,0.37381542,1.0,1.0,1.0,1.0,1.0
48.13739,51.00193,97.01874,90.89489,27.381927,22.521303,0.3878909,1.0,1.0,1.0,1.0,1.0
88.51729,97.34362,87.99034,40.405754,26.071257,20.722483,0.28656235,0.0,1.0,0.0,1.0,1.0
6.8676734,21.080538,91.71448,22.304884,20.15203,11.395154,0.27845955,0.0,1.0,1.0,1.0,1.0
69.84599,59.254593,21.140335,35.773518,8.160016,12.680649,0.4340584,1.0,1.0,1.0,1.0,1.0
48.918037,53.610905,35.096752,27.04637,20.214275,15.733655,0.5916072,1.0,1.0,1.0,1.0,1.0
76.790054,43.859825,27.969122,81.07586,8.827009,29.675789,0.5539095,1.0,1.0,0.0,1.0,1.0
81.767685,81.12005,51.64072,40.081882,19.938814,28.792025,0.27116144,0.0,0.0,0.0,1.0,1.0
50.87784,66.84897,56.674625,14.49781,6.4186015,12.460404,0.5187369,1.0,0.0,0.0,1.0,1.0
51.12541,50.405785,43.518166,88.69562,26.869783,14.23475,0.189798,0.0,0.0,0.0,1.0,1.0
39.347614,47.618813,75.52898,38.804707,28.430677,23.025272,0.22651027,0.0,1.0,0.0,1.0,1.0
90.36784,91.924706,66.15464,54.656616,11.575534,19.884254,0.54712015,1.0,1.0,0.0,1.0,1.0
54.630054,60.62297,67.63762,52.622913,19.47948,21.828793,0.5359539,1.0,1.0,0.0,1.0,1.0
83.81785,64.62642,19.17625,61.62279,13.103512,14.111219,0.5832328,1.0,1.0,1.0,1.0,1.0
28.21071,17.23772,75.92546,99.70306,17.279419,29.717117,0.22986118,0.0,0.0,0.0,1.0,1.0
62.404385,80.0297,65.93752,5.6478767,20.186153,5.1927547,0.21081272,0.0,0.0,0.0,1.0,1.0
58.387833,71.95199,33.331947,35.468002,18.711323,6.9765067,0.67163956,1.0,0.0,0.0,1.0,1.0
77.59921,89.40597,40.70365,10.106728,23.032255,21.955524,0.4929617,1.0,1.0,0.0,1.0,1.0
79.65604,83.790146,98.91965,83.67421,17.23337,18.050823,0.25095508,0.0,1.0,0.0,1.0,1.0
20.017515,25.677977,37.73652,24.214178,12.463139,14.593784,0.285219,0.0,0.0,0.0,1.0,1.0
80.14334,64.485275,37.627274,68.747215,6.704586,15.435756,0.37912267,1.0,1.0,1.0,1.0,1.0
83.88063,62.88312,63.297077,68.158875,6.192971,25.681347,0.48147622,1.0,0.0,0.0,1.0,1.0
42.972584,40.22114,63.747307,69.88348,22.559504,23.309298,0.30997553,0.0,0.0,1.0,1.0,1.0
69.44046,63.066822,6.268575,13.333035,8.971669,7.167894,0.7278126,1.0,0.0,1.0,1.0,1.0
22.768217,15.592425,59.571117,51.76521,18.17199,29.361748,0.3366545,1.0,0.0,1.0,1.0,1.0
8.93505,19.12426,78.87955,19.825478,27.316082,23.310623,0.18145484,0.0,1.0,0.0,1.0,1.0
61.253025,81.11864,95.2388,49.17381,28.47142,20.384144,0.44295013,1.0,1.0,1.0,1.0,1.0
46.80038,64.40034,71.78331,28.858917,22.717093,23.895813,0.52542037,1.0,1.0,0.0,1.0,1.0
71.03272,48.005203,16.039545,74.9001,19.536516,15.022305,0.38099396,1.0,0.0,0.0,1.0,1.0
81.34878,71.57776,28.427141,42.52514,5.7152605,24.662523,0.27615175,0.0,1.0,1.0,1.0,1.0
46.399044,55.544296,44.799175,17.683153,12.075111,9.817012,0.38177207,0.0,0.0,0.0,1.0,1.0
49.151886,61.41877,65.043,9.896255,10.733935,14.091008,0.2717099,0.0,0.0,0.0,1.0,1.0
64.172066,57.877567,14.0696745,22.260635,9.576654,12.014909,0.4378566,1.0,0.0,1.0,1.0,1.0
58.253113,56.175747,42.079376,53.38481,9.928018,14.679235,0.213132,0.0,1.0,1.0,1.0,1.0
45.530552,47.952347,35.58692,45.461777,11.31743,12.122438,0.17130636,0.0,0.0,0.0,1.0,1.0
3.7796476,9.285189,97.2759,81.70791,29.19398,22.39246,0.4048674,1.0,1.0,1.0,1.0,1.0
63.807785,99.01829,97.07233,43.79283,28.943695,5.939875,0.47371647,1.0,1.0,0.0,1.0,1.0
6.7842913,21.641165,75.62471,38.92503,19.125126,15.103235,0.46664903,1.0,1.0,0.0,1.0,1.0
27.726517,20.297646,54.180485,64.870514,10.93881,25.588629,0.33903047,1.0,1.0,0.0,1.0,1.0
10.654648,8.613922,20.625595,22.746685,7.7522583,6.3342137,0.25050065,0.0,1.0,1.0,1.0,1.0
12.502507,37.79706,95.191246,35.31517,9.318714,14.422364,0.63468623,1.0,1.0,0.0,1.0,1.0
16.330063,14.196458,92.57346,98.89344,28.682999,29.970657,0.26465204,0.0,0.0,0.0,1.0,1.0
12.216496,15.295832,88.844215,72.53461,17.100887,21.724054,0.30776212,0.0,1.0,0.0,1.0,1.0
79.471214,42.44646,9.848667,96.99284,6.1809244,28.1295,0.40915912,1.0,1.0,0.0,1.0,1.0
55.109283,60.495136,78.61932,38.670246,14.150059,17.76242,0.2142783,0.0,0.0,1.0,1.0,1.0
39.800976,16.705954,15.0600395,60.72912,5.2895327,13.259274,0.5036308,1.0,1.0,0.0,1.0,1.0
24.370687,27.797445,91.0126,91.89692,25.716087,20.623442,0.5090153,1.0,0.0,1.0,1.0,1.0
10.303011,20.612068,60.849216,47.380283,20.058378,12.76562,0.2917034,1.0,0.0,0.0,1.0,1.0
19.79066,21.067352,98.86853,59.856606,16.969551,27.15782,0.21763858,0.0,1.0,1.0,1.0,1.0
71.9338,50.080677,45.722828,88.9112,8.967965,28.625336,0.2930131,0.0,0.0,0.0,1.0,1.0
74.644,86.13402,64.83575,6.8025684,23.855463,5.786442,0.22626196,0.0,1.0,1.0,1.0,1.0
58.849186,73.52848,78.74673,21.978779,22.932764,19.293133,0.3397542,0.0,1.0,0.0,1.0,1.0
19.510195,10.550333,29.682661,92.92282,15.893026,15.907402,0.22175485,0.0,1.0,0.0,1.0,1.0
55.192017,58.617275,65.69674,54.74568,23.605648,16.933527,0.34262243,0.0,1.0,1.0,1.0,1.0
87.838715,86.93381,83.546,73.42679,22.42687,26.142046,0.21452513,1.0,0.0,1.0,1.0,1.0
22.907015,19.956623,54.524,45.813175,8.033411,21.164078,0.3058849,0.0,0.0,0.0,1.0,1.0
10.314678,10.222816,45.326088,49.04321,13.639734,8.561462,0.5080375,1.0,1.0,0.0,1.0,1.0
45.96652,40.639038,55.44529,72.83207,9.885755,25.788794,0.22889097,0.0,1.0,0.0,1.0,1.0
12.631743,76.92017,94.86792,26.707697,23.481277,5.8681517,0.6084192,1.0,0.0,0.0,1.0,1.0
0.37294573,13.125132,99.931,82.71832,29.138311,14.269484,0.26710272,0.0,0.0,0.0,1.0,1.0
20.306183,56.152515,68.73774,8.622807,9.703497,8.263718,0.80473554,1.0,1.0,0.0,1.0,1.0
2.0331225,0.23836678,80.009735,89.19927,28.041653,25.364262,0.209293,0.0,0.0,1.0,1.0,1.0
55.50506,89.73343,98.25082,10.291425,24.351313,5.0621405,0.38986322,0.0,0.0,1.0,1.0,1.0
74.12009,34.099915,18.44805,98.10298,5.4490166,29.817923,0.4402668,1.0,1.0,0.0,1.0,1.0
24.095356,1.3978324,7.497267,60.763638,5.190324,12.085407,0.23560964,1.0,0.0,0.0,1.0,1.0
29.740965,47.699932,75.91206,18.032734,11.144192,12.369588,0.44515342,1.0,1.0,1.0,1.0,1.0
32.00282,9.0155115,63.575867,94.888565,13.189885,20.499535,0.5353102,1.0,0.0,0.0,1.0,1.0
36.56378,4.049195,14.424446,69.115944,17.350948,15.626555,0.5682345,1.0,0.0,1.0,1.0,1.0
48.630642,43.376812,54.580753,90.65168,25.035147,26.834217,0.25681594,0.0,1.0,0.0,1.0,1.0
23.251406,23.388556,53.20604,49.995106,13.519197,13.656712,0.33996552,0.0,1.0,1.0,1.0,1.0
22.14911,4.656971,32.14084,73.63668,9.805604,25.383373,0.2492019,0.0,0.0,0.0,1.0,1.0
73.5185,26.653484,28.601656,52.302193,5.231164,23.851141,0.85136735,1.0,0.0,1.0,1.0,1.0
27.08208,33.20563,22.133173,8.069361,17.285845,6.1267204,0.21486,0.0,0.0,1.0,1.0,1.0
74.49794,84.65926,60.463192,49.832104,22.112707,19.992117,0.32009497,1.0,0.0,0.0,1.0,1.0
51.953682,58.324665,19.622267,37.326748,21.421865,7.4231467,0.30689642,0.0,0.0,0.0,1.0,1.0
4.0823236,19.807837,72.61412,6.180852,29.151188,8.154612,0.22512208,0.0,1.0,0.0,1.0,1.0
66.165855,70.51389,86.58148,65.96273,28.202482,27.839697,0.31269267,1.0,1.0,1.0,1.0,1.0
27.911032,27.54753,70.21193,73.798454,22.832495,18.49096,0.28639042,0.0,0.0,1.0,1.0,1.0
39.940605,21.191753,30.187313,52.333595,6.1995173,29.087933,0.29397294,0.0,0.0,1.0,1.0,1.0
76.974915,79.6329,42.718105,9.987427,17.34662,27.796495,0.20189625,0.0,1.0,0.0,1.0,1.0
85.93545,93.66644,53.736523,60.67426,28.574726,7.4325256,0.5377348,1.0,1.0,1.0,1.0,1.0
12.028872,0.6055974,37.6994,84.803795,7.217278,19.531849,0.2526062,0.0,1.0,1.0,1.0,1.0
40.192066,34.119644,56.832222,96.74653,26.02358,24.735094,0.25055212,0.0,1.0,0.0,1.0,1.0
9.923092,0.40696546,70.18109,88.67642,22.863033,29.202036,0.27552935,1.0,1.0,1.0,1.0,1.0
88.05144,76.6251,33.470825,82.1388,18.184662,20.183887,0.3506132,0.0,0.0,0.0,1.0,1.0
22.075575,19.493341,25.458994,47.680786,9.081336,15.234127,0.2571519,0.0,1.0,0.0,1.0,1.0
29.293888,31.849781,79.889336,76.124794,14.654158,18.068151,0.33842146,1.0,0.0,0.0,1.0,1.0
76.29958,88.02972,78.70565,40.46127,27.30361,16.37772,0.2269799,0.0,1.0,0.0,1.0,1.0
36.543797,5.142674,8.963965,34.04125,6.236664,19.569672,0.49972183,1.0,0.0,1.0,1.0,1.0
76.75502,84.92792,66.32111,40.93285,18.891472,21.992674,0.5395512,1.0,1.0,0.0,1.0,1.0
89.109535,50.10162,17.178345,97.50699,7.242169,22.817781,0.483207,1.0,1.0,0.0,1.0,1.0
80.21997,67.34667,57.02699,53.393314,12.035493,27.563778,0.46954718,1.0,0.0,0.0,1.0,1.0
38.675697,35.71251,32.69473,16.201187,14.760171,26.182241,0.28151828,0.0,1.0,1.0,1.0,1.0
80.938095,85.14661,83.455284,57.204678,29.895397,11.129607,0.25327837,0.0,1.0,1.0,1.0,1.0
73.18134,59.13792,14.248475,73.869225,6.644825,17.608078,0.29329586,0.0,0.0,0.0,1.0,1.0
36.572014,38.731743,90.26363,78.71903,24.454504,27.683428,0.24541056,0.0,0.0,0.0,1.0,1.0
22.037909,26.3396,37.488968,29.854689,19.560555,12.771592,0.28604406,0.0,0.0,0.0,1.0,1.0
27.326492,12.767763,17.548103,61.363956,5.6490602,10.5619335,0.24080902,0.0,0.0,1.0,1.0,1.0
36.85205,29.794916,48.47038,82.271675,13.547178,7.7114563,0.39066058,1.0,1.0,0.0,1.0,1.0
58.118263,49.700977,13.021592,40.0979,18.324375,26.991972,0.26288462,0.0,1.0,0.0,1.0,1.0
38.717697,65.24053,75.321526,28.141306,19.079712,18.36405,0.5111391,1.0,0.0,1.0,1.0,1.0
83.45943,83.78372,39.55509,41.011356,11.899879,8.216697,0.5004885,1.0,0.0,1.0,1.0,1.0
45.57094,21.036882,36.68831,79.39876,18.684772,20.561644,0.58170986,1.0,0.0,0.0,1.0,1.0
91.99046,49.5201,15.110343,98.733604,12.593399,28.077848,0.50634146,1.0,1.0,1.0,1.0,1.0
97.368614,99.937454,22.683834,20.089695,19.225435,19.055794,0.54008037,1.0,1.0,0.0,1.0,1.0
44.443497,37.571953,54.328636,61.57482,23.135021,23.539104,0.47614893,1.0,0.0,1.0,1.0,1.0
76.07288,77.62367,15.699117,12.560164,8.023528,6.014516,0.28850922,0.0,1.0,0.0,1.0,1.0
